$FLYS,1,,,,,,,,,,,
$VAR,FIRMWARE_VER,v2024.06.09.starter_pistol,,,,,,,,,,
$VAR,DEVICE_ID,0017003b3253501720373657,,,,,,,,,,
$VAR,SESSION_ID,724fd609f62a5cb068670fc0,,,,,,,,,,
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,numSV
$GNSS,2025-06-25T17:22:02.450Z,40.6552531,-115.4190488,2269.966,0.001,-0.042,0.038,0.422,0.958,0.26,16,
$GNSS,2025-06-25T17:22:02.500Z,40.6552531,-115.4190487,2269.953,0.016,0.052,0.039,0.422,0.958,0.215,16,
$GNSS,2025-06-25T17:22:02.550Z,40.6552531,-115.4190487,2269.945,-0.015,0.056,0.022,0.422,0.959,0.185,16,
$GNSS,2025-06-25T17:22:02.600Z,40.6552531,-115.4190487,2269.95,0.039,0.004,0.012,0.423,0.959,0.21,16,
$GNSS,2025-06-25T17:22:02.650Z,40.6552531,-115.4190487,2269.949,-0.005,0.01,0.05,0.423,0.96,0.267,16,
$GNSS,2025-06-25T17:22:02.700Z,40.6552531,-115.4190487,2269.954,-0.061,0.015,-0.038,0.423,0.96,0.21,16,
$GNSS,2025-06-25T17:22:02.750Z,40.655253,-115.4190487,2269.961,-0.047,0.007,-0.07,0.423,0.961,0.242,16,
$GNSS,2025-06-25T17:22:02.800Z,40.655253,-115.4190488,2269.972,0.001,-0.017,-0.087,0.423,0.961,0.264,16,
$GNSS,2025-06-25T17:22:02.850Z,40.655253,-115.4190489,2269.979,-0.098,-0.114,0.102,0.423,0.962,0.264,16,
$GNSS,2025-06-25T17:22:02.900Z,40.6552529,-115.4190489,2269.972,-0.15,0.035,0.114,0.423,0.962,0.212,16,
$GNSS,2025-06-25T17:22:02.950Z,40.6552528,-115.4190488,2269.975,-0.157,0.09,0.006,0.424,0.963,0.173,16,
$GNSS,2025-06-25T17:22:03.000Z,40.655253,-115.4190487,2269.963,0.131,0.113,-0.181,0.424,0.963,0.28,16,
$GNSS,2025-06-25T17:22:03.050Z,40.655253,-115.4190487,2269.967,0.178,0.026,-0.189,0.424,0.964,0.24,16,
$GNSS,2025-06-25T17:22:03.100Z,40.6552529,-115.4190488,2269.998,-0.14,-0.064,-0.065,0.424,0.964,0.202,16,
$GNSS,2025-06-25T17:22:03.150Z,40.6552529,-115.4190488,2269.988,-0.167,-0.043,-0.019,0.424,0.964,0.192,16,
$GNSS,2025-06-25T17:22:03.200Z,40.6552528,-115.4190489,2269.973,-0.062,-0.071,0.005,0.424,0.965,0.198,16,
$GNSS,2025-06-25T17:22:03.250Z,40.6552529,-115.4190488,2269.969,0.066,0.063,0.001,0.424,0.965,0.185,16,
$GNSS,2025-06-25T17:22:03.300Z,40.6552529,-115.4190488,2269.963,0.121,0.077,0.026,0.424,0.965,0.189,16,
$GNSS,2025-06-25T17:22:03.350Z,40.6552529,-115.4190487,2269.933,0.002,0.07,0.11,0.424,0.966,0.232,16,
$GNSS,2025-06-25T17:22:03.400Z,40.6552529,-115.4190486,2269.934,-0.051,0.086,0.076,0.423,0.966,0.202,16,
$GNSS,2025-06-25T17:22:03.450Z,40.6552529,-115.4190487,2269.936,0.012,-0.087,0.054,0.423,0.967,0.21,16,
$GNSS,2025-06-25T17:22:03.500Z,40.6552529,-115.4190487,2269.939,0.025,0.014,0.012,0.423,0.967,0.2,16,
$GNSS,2025-06-25T17:22:03.550Z,40.6552529,-115.4190487,2269.952,0.022,-0.049,-0.051,0.423,0.967,0.212,16,
$GNSS,2025-06-25T17:22:03.600Z,40.6552529,-115.4190487,2269.941,0.008,0.003,0.01,0.423,0.968,0.226,16,
$GNSS,2025-06-25T17:22:03.650Z,40.6552529,-115.4190487,2269.924,0.048,0.031,0.092,0.423,0.968,0.242,16,
$GNSS,2025-06-25T17:22:03.700Z,40.6552529,-115.4190487,2269.92,-0.051,-0.044,0.072,0.423,0.968,0.249,16,
$GNSS,2025-06-25T17:22:03.750Z,40.6552529,-115.4190487,2269.931,0.015,0.055,-0.032,0.423,0.969,0.232,16,
$GNSS,2025-06-25T17:22:03.800Z,40.6552529,-115.4190487,2269.941,-0.044,0.056,-0.022,0.423,0.969,0.18,16,
$GNSS,2025-06-25T17:22:03.850Z,40.6552528,-115.4190486,2269.926,-0.008,0.041,0.069,0.423,0.969,0.233,16,
$GNSS,2025-06-25T17:22:03.900Z,40.6552528,-115.4190487,2269.919,-0.02,-0.071,0.038,0.423,0.97,0.229,16,
$GNSS,2025-06-25T17:22:03.950Z,40.6552528,-115.4190487,2269.923,-0.013,-0.028,0.012,0.423,0.97,0.223,16,
$GNSS,2025-06-25T17:22:04.000Z,40.6552529,-115.4190486,2269.921,0.041,0.057,-0.075,0.423,0.97,0.263,16,
$GNSS,2025-06-25T17:22:04.050Z,40.6552528,-115.4190486,2269.915,-0.019,-0.011,-0.017,0.423,0.97,0.2,16,
$GNSS,2025-06-25T17:22:04.100Z,40.6552528,-115.4190486,2269.905,-0.022,0.067,0.044,0.423,0.97,0.169,16,
$GNSS,2025-06-25T17:22:04.150Z,40.6552528,-115.4190485,2269.907,0.02,0.062,0.057,0.423,0.97,0.183,16,
$GNSS,2025-06-25T17:22:04.200Z,40.6552528,-115.4190486,2269.893,0.032,-0.078,0.057,0.422,0.969,0.197,16,
$GNSS,2025-06-25T17:22:04.250Z,40.6552529,-115.4190486,2269.886,0.019,-0.027,0.026,0.422,0.969,0.201,16,
$GNSS,2025-06-25T17:22:04.300Z,40.6552528,-115.4190486,2269.89,-0.005,-0.061,-0.053,0.422,0.969,0.175,16,
$GNSS,2025-06-25T17:22:04.350Z,40.6552529,-115.4190486,2269.88,0.021,0.035,-0.051,0.422,0.969,0.234,16,
$GNSS,2025-06-25T17:22:04.400Z,40.6552529,-115.4190485,2269.893,0.009,0.062,-0.121,0.422,0.968,0.235,16,
$GNSS,2025-06-25T17:22:04.450Z,40.6552528,-115.4190485,2269.889,-0.054,-0.002,-0.034,0.422,0.968,0.201,16,
$GNSS,2025-06-25T17:22:04.500Z,40.6552528,-115.4190485,2269.88,-0.053,0.006,0.016,0.422,0.968,0.204,16,
$GNSS,2025-06-25T17:22:04.550Z,40.6552529,-115.4190485,2269.873,0.119,-0.033,0.041,0.422,0.968,0.191,16,
$GNSS,2025-06-25T17:22:04.600Z,40.6552529,-115.4190485,2269.871,0.016,0.02,0.043,0.422,0.968,0.203,16,
$GNSS,2025-06-25T17:22:04.650Z,40.6552529,-115.4190485,2269.883,-0.003,0.021,-0.048,0.422,0.967,0.232,16,
$GNSS,2025-06-25T17:22:04.700Z,40.6552529,-115.4190484,2269.89,-0.019,0.049,-0.053,0.422,0.967,0.21,16,
$GNSS,2025-06-25T17:22:04.750Z,40.6552529,-115.4190485,2269.872,0.028,-0.043,0.064,0.422,0.967,0.215,16,
$GNSS,2025-06-25T17:22:04.800Z,40.6552529,-115.4190485,2269.875,0.07,-0.003,0.022,0.422,0.967,0.194,16,
$GNSS,2025-06-25T17:22:04.850Z,40.6552529,-115.4190484,2269.882,0.022,0.054,-0.057,0.422,0.967,0.226,16,
$GNSS,2025-06-25T17:22:04.900Z,40.6552529,-115.4190484,2269.868,-0.074,0.034,0.014,0.422,0.966,0.184,16,
$GNSS,2025-06-25T17:22:04.950Z,40.6552528,-115.4190484,2269.865,-0.098,-0.029,-0.009,0.422,0.966,0.202,16,
$GNSS,2025-06-25T17:22:05.000Z,40.6552529,-115.4190484,2269.868,0.071,0.018,-0.069,0.422,0.966,0.233,16,
$GNSS,2025-06-25T17:22:05.050Z,40.6552529,-115.4190484,2269.872,0.058,-0.069,-0.044,0.422,0.966,0.169,16,
$GNSS,2025-06-25T17:22:05.100Z,40.6552529,-115.4190484,2269.861,0.053,0.009,0.005,0.422,0.966,0.201,16,
$GNSS,2025-06-25T17:22:05.150Z,40.6552529,-115.4190483,2269.857,-0.019,0.077,-0.025,0.422,0.965,0.174,16,
$GNSS,2025-06-25T17:22:05.200Z,40.6552529,-115.4190483,2269.854,-0.069,0.018,-0.045,0.422,0.965,0.197,16,
$GNSS,2025-06-25T17:22:05.250Z,40.6552529,-115.4190483,2269.847,0.034,-0.074,0.015,0.422,0.965,0.162,16,
$GNSS,2025-06-25T17:22:05.300Z,40.6552529,-115.4190483,2269.854,0.026,-0.017,-0.034,0.422,0.965,0.205,16,
$GNSS,2025-06-25T17:22:05.350Z,40.655253,-115.4190482,2269.859,0.04,0.11,-0.043,0.422,0.965,0.198,16,
$GNSS,2025-06-25T17:22:05.400Z,40.6552529,-115.4190482,2269.854,0.005,0.014,0.04,0.422,0.964,0.21,16,
$GNSS,2025-06-25T17:22:05.450Z,40.6552529,-115.4190482,2269.85,0.012,-0.026,0.051,0.422,0.964,0.228,16,
$GNSS,2025-06-25T17:22:05.500Z,40.6552529,-115.4190483,2269.851,-0.005,-0.056,-0.019,0.421,0.964,0.153,16,
$GNSS,2025-06-25T17:22:05.550Z,40.655253,-115.4190482,2269.852,0.04,0.046,-0.075,0.421,0.964,0.232,16,
$GNSS,2025-06-25T17:22:05.600Z,40.655253,-115.4190482,2269.846,0.002,0.04,-0.012,0.421,0.964,0.179,16,
$GNSS,2025-06-25T17:22:05.650Z,40.655253,-115.4190481,2269.848,-0.025,0.024,-0.012,0.421,0.963,0.174,16,
$GNSS,2025-06-25T17:22:05.700Z,40.655253,-115.4190481,2269.844,0.025,-0.013,-0.04,0.421,0.963,0.211,16,
$GNSS,2025-06-25T17:22:05.750Z,40.655253,-115.4190481,2269.849,0.046,-0.005,-0.11,0.421,0.963,0.229,16,
$GNSS,2025-06-25T17:22:05.800Z,40.655253,-115.4190481,2269.848,-0.017,0.029,-0.125,0.421,0.963,0.229,16,
$GNSS,2025-06-25T17:22:05.850Z,40.655253,-115.4190481,2269.845,0.026,0.013,0.055,0.421,0.963,0.207,16,
$GNSS,2025-06-25T17:22:05.900Z,40.655253,-115.4190481,2269.832,-0.015,-0.069,0.088,0.421,0.962,0.225,16,
$GNSS,2025-06-25T17:22:05.950Z,40.655253,-115.4190481,2269.821,0.048,-0.046,-0.017,0.421,0.962,0.165,16,
$GNSS,2025-06-25T17:22:06.000Z,40.6552531,-115.419048,2269.835,0.106,0.058,-0.164,0.421,0.962,0.234,16,
$GNSS,2025-06-25T17:22:06.050Z,40.655253,-115.419048,2269.852,-0.041,0.058,-0.102,0.421,0.962,0.217,16,
$GNSS,2025-06-25T17:22:06.100Z,40.655253,-115.419048,2269.835,-0.094,-0.036,-0.025,0.421,0.962,0.196,16,
$GNSS,2025-06-25T17:22:06.150Z,40.655253,-115.419048,2269.821,-0.04,-0.001,0.019,0.421,0.962,0.214,16,
$GNSS,2025-06-25T17:22:06.200Z,40.655253,-115.419048,2269.839,0.132,0.061,-0.089,0.421,0.961,0.226,16,
$GNSS,2025-06-25T17:22:06.250Z,40.6552531,-115.419048,2269.834,0.078,-0.069,-0.057,0.421,0.961,0.18,16,
$GNSS,2025-06-25T17:22:06.300Z,40.655253,-115.419048,2269.835,-0.041,-0.036,-0.122,0.421,0.961,0.214,16,
$GNSS,2025-06-25T17:22:06.350Z,40.6552531,-115.419048,2269.844,0.077,0.056,-0.094,0.421,0.961,0.237,16,
$GNSS,2025-06-25T17:22:06.400Z,40.6552531,-115.419048,2269.84,0.042,0.031,-0.013,0.421,0.961,0.219,16,
$GNSS,2025-06-25T17:22:06.450Z,40.6552531,-115.419048,2269.839,0.023,-0.04,-0.009,0.421,0.961,0.145,16,
$GNSS,2025-06-25T17:22:06.500Z,40.6552531,-115.419048,2269.835,0.022,0.02,-0.021,0.421,0.962,0.247,16,
$GNSS,2025-06-25T17:22:06.550Z,40.6552531,-115.419048,2269.828,-0.023,-0.024,0.022,0.421,0.962,0.246,16,
$GNSS,2025-06-25T17:22:06.600Z,40.6552531,-115.419048,2269.822,0.062,-0.04,0.007,0.421,0.962,0.166,16,
$GNSS,2025-06-25T17:22:06.650Z,40.6552531,-115.419048,2269.818,0,-0.009,0.001,0.421,0.962,0.209,16,
$GNSS,2025-06-25T17:22:06.700Z,40.6552531,-115.4190479,2269.824,0.031,0.038,-0.089,0.421,0.963,0.268,16,
$GNSS,2025-06-25T17:22:06.750Z,40.6552531,-115.4190479,2269.831,0.027,0.039,-0.109,0.421,0.963,0.268,16,
$GNSS,2025-06-25T17:22:06.800Z,40.6552532,-115.4190478,2269.828,0.058,-0.013,-0.082,0.421,0.963,0.226,16,
$GNSS,2025-06-25T17:22:06.850Z,40.6552531,-115.4190478,2269.823,-0.056,-0.017,-0.011,0.421,0.963,0.197,16,
$GNSS,2025-06-25T17:22:06.900Z,40.6552531,-115.4190479,2269.82,0.017,-0.07,-0.064,0.421,0.962,0.171,16,
$GNSS,2025-06-25T17:22:06.950Z,40.6552531,-115.4190478,2269.815,0.013,0.028,-0.092,0.421,0.962,0.242,16,
$GNSS,2025-06-25T17:22:07.000Z,40.6552532,-115.4190478,2269.813,0.046,0.108,-0.053,0.421,0.962,0.207,16,
$GNSS,2025-06-25T17:22:07.050Z,40.6552532,-115.4190478,2269.816,0.016,-0.007,-0.001,0.421,0.962,0.179,16,
$GNSS,2025-06-25T17:22:07.100Z,40.6552532,-115.4190478,2269.81,-0.01,-0.028,-0.025,0.421,0.962,0.176,16,
$GNSS,2025-06-25T17:22:07.150Z,40.6552532,-115.4190478,2269.814,0.039,-0.065,-0.04,0.421,0.962,0.159,16,
$GNSS,2025-06-25T17:22:07.200Z,40.6552532,-115.4190477,2269.821,0.016,0.073,-0.009,0.421,0.962,0.176,16,
$GNSS,2025-06-25T17:22:07.250Z,40.6552532,-115.4190477,2269.825,0.018,0.024,-0.02,0.421,0.962,0.222,16,
$GNSS,2025-06-25T17:22:07.300Z,40.6552532,-115.4190478,2269.815,0.04,-0.031,-0.073,0.421,0.962,0.206,16,
$GNSS,2025-06-25T17:22:07.350Z,40.6552531,-115.4190478,2269.825,-0.024,-0.053,-0.043,0.421,0.961,0.176,16,
$GNSS,2025-06-25T17:22:07.400Z,40.6552531,-115.4190477,2269.83,0.012,0.091,-0.025,0.421,0.961,0.183,16,
$GNSS,2025-06-25T17:22:07.450Z,40.6552531,-115.4190478,2269.828,-0.012,-0.002,0.043,0.421,0.961,0.236,16,
$GNSS,2025-06-25T17:22:07.500Z,40.6552531,-115.4190478,2269.814,0.018,-0.037,0.047,0.421,0.961,0.219,16,
$GNSS,2025-06-25T17:22:07.550Z,40.6552532,-115.4190478,2269.821,0.046,0.004,-0.042,0.421,0.961,0.223,16,
$GNSS,2025-06-25T17:22:07.600Z,40.6552531,-115.4190477,2269.835,-0.036,0.04,-0.083,0.421,0.961,0.232,16,
$GNSS,2025-06-25T17:22:07.650Z,40.6552531,-115.4190478,2269.829,0.027,-0.001,0.02,0.421,0.961,0.199,16,
$GNSS,2025-06-25T17:22:07.700Z,40.6552532,-115.4190478,2269.82,0.098,-0.042,0.07,0.421,0.962,0.195,16,
$GNSS,2025-06-25T17:22:07.750Z,40.6552532,-115.4190478,2269.827,0.033,-0.039,0.047,0.421,0.962,0.213,16,
$GNSS,2025-06-25T17:22:07.800Z,40.6552532,-115.4190478,2269.837,0.014,0.043,-0.032,0.421,0.962,0.233,16,
$GNSS,2025-06-25T17:22:07.850Z,40.6552532,-115.4190477,2269.838,0.012,0.046,0.04,0.421,0.962,0.177,16,
$GNSS,2025-06-25T17:22:07.900Z,40.6552532,-115.4190477,2269.829,0.019,-0.021,0.051,0.421,0.963,0.24,16,
$GNSS,2025-06-25T17:22:07.950Z,40.6552532,-115.4190477,2269.828,0.035,-0.006,-0.035,0.421,0.963,0.234,16,
$GNSS,2025-06-25T17:22:08.000Z,40.6552532,-115.4190477,2269.831,0.004,0.032,-0.041,0.421,0.963,0.25,16,
$GNSS,2025-06-25T17:22:08.050Z,40.6552532,-115.4190477,2269.841,0.019,-0.057,0.023,0.421,0.963,0.182,16,
$GNSS,2025-06-25T17:22:08.100Z,40.6552532,-115.4190477,2269.841,0.044,0.005,0.05,0.421,0.963,0.212,16,
$GNSS,2025-06-25T17:22:08.150Z,40.6552532,-115.4190477,2269.842,0.041,0.059,0.048,0.421,0.964,0.181,16,
$GNSS,2025-06-25T17:22:08.200Z,40.6552532,-115.4190477,2269.839,0.016,-0.022,0.004,0.421,0.964,0.157,16,
$GNSS,2025-06-25T17:22:08.250Z,40.6552532,-115.4190478,2269.824,-0.046,-0.087,-0.021,0.421,0.964,0.174,16,
$GNSS,2025-06-25T17:22:08.300Z,40.6552532,-115.4190477,2269.846,0.016,0.027,-0.115,0.421,0.964,0.267,16,
$GNSS,2025-06-25T17:22:08.350Z,40.6552532,-115.4190477,2269.853,0.06,0.051,-0.077,0.421,0.965,0.259,16,
$GNSS,2025-06-25T17:22:08.400Z,40.6552532,-115.4190477,2269.84,0.045,-0.054,-0.022,0.421,0.965,0.157,16,
$GNSS,2025-06-25T17:22:08.450Z,40.6552532,-115.4190477,2269.828,-0.016,-0.038,0.03,0.421,0.965,0.242,16,
$GNSS,2025-06-25T17:22:08.500Z,40.6552532,-115.4190477,2269.825,-0.022,0.031,0.038,0.421,0.966,0.2,16,
$GNSS,2025-06-25T17:22:08.550Z,40.6552532,-115.4190477,2269.842,0.023,0.029,-0.025,0.421,0.966,0.246,16,
$GNSS,2025-06-25T17:22:08.600Z,40.6552532,-115.4190477,2269.84,0.007,0.026,0.06,0.421,0.966,0.222,16,
$GNSS,2025-06-25T17:22:08.650Z,40.6552532,-115.4190477,2269.839,0.041,-0.001,-0.019,0.421,0.966,0.22,16,
$GNSS,2025-06-25T17:22:08.700Z,40.6552532,-115.4190476,2269.85,0.039,-0.014,-0.054,0.421,0.967,0.241,16,
$GNSS,2025-06-25T17:22:08.750Z,40.6552532,-115.4190477,2269.844,0.014,-0.022,0,0.421,0.967,0.148,16,
$GNSS,2025-06-25T17:22:08.800Z,40.6552532,-115.4190476,2269.846,0.009,0.04,0.024,0.421,0.967,0.166,16,
$GNSS,2025-06-25T17:22:08.850Z,40.6552532,-115.4190476,2269.846,-0.018,0.018,0.04,0.421,0.967,0.23,16,
$GNSS,2025-06-25T17:22:08.900Z,40.6552532,-115.4190476,2269.831,0.114,-0.019,0.066,0.421,0.967,0.195,16,
$GNSS,2025-06-25T17:22:08.950Z,40.6552532,-115.4190476,2269.849,-0.036,0.04,-0.051,0.421,0.968,0.219,16,
$GNSS,2025-06-25T17:22:09.000Z,40.6552532,-115.4190476,2269.844,-0.031,-0.105,0.032,0.421,0.968,0.203,16,
$GNSS,2025-06-25T17:22:09.050Z,40.6552532,-115.4190476,2269.827,0.007,-0.025,0.048,0.421,0.968,0.255,16,
$GNSS,2025-06-25T17:22:09.100Z,40.6552532,-115.4190476,2269.833,0.012,-0.019,0.035,0.421,0.968,0.243,16,
$GNSS,2025-06-25T17:22:09.150Z,40.6552533,-115.4190475,2269.832,0.162,0.124,0.045,0.421,0.969,0.189,16,
$GNSS,2025-06-25T17:22:09.200Z,40.6552532,-115.4190476,2269.838,-0.013,-0.047,-0.011,0.421,0.969,0.162,16,
$GNSS,2025-06-25T17:22:09.250Z,40.6552532,-115.4190475,2269.828,-0.046,-0.001,0.055,0.421,0.969,0.25,16,
$GNSS,2025-06-25T17:22:09.300Z,40.6552532,-115.4190476,2269.818,-0.074,-0.028,0.076,0.421,0.969,0.253,16,
$GNSS,2025-06-25T17:22:09.350Z,40.6552532,-115.4190475,2269.829,0.009,0.009,0.05,0.421,0.969,0.241,16,
$GNSS,2025-06-25T17:22:09.400Z,40.6552533,-115.4190475,2269.839,0.12,0.002,-0.026,0.421,0.97,0.206,16,
$GNSS,2025-06-25T17:22:09.450Z,40.6552533,-115.4190475,2269.842,0.02,0.014,-0.048,0.421,0.97,0.267,16,
$GNSS,2025-06-25T17:22:09.500Z,40.6552532,-115.4190475,2269.815,-0.051,0.033,0.04,0.421,0.97,0.198,16,
$GNSS,2025-06-25T17:22:09.550Z,40.6552532,-115.4190474,2269.804,-0.045,0.006,0.03,0.421,0.97,0.225,16,
$GNSS,2025-06-25T17:22:09.600Z,40.6552532,-115.4190475,2269.802,-0.093,-0.121,0.016,0.421,0.97,0.202,16,
$GNSS,2025-06-25T17:22:09.650Z,40.6552532,-115.4190474,2269.81,0.083,0.026,-0.075,0.421,0.971,0.251,16,
$GNSS,2025-06-25T17:22:09.700Z,40.6552533,-115.4190474,2269.815,0.097,0.065,-0.005,0.421,0.971,0.199,16,
$GNSS,2025-06-25T17:22:09.750Z,40.6552533,-115.4190474,2269.812,0.002,-0.041,0.051,0.421,0.971,0.239,16,
$GNSS,2025-06-25T17:22:09.800Z,40.6552533,-115.4190474,2269.795,-0.018,-0.027,0.122,0.421,0.971,0.248,16,
$GNSS,2025-06-25T17:22:09.850Z,40.6552533,-115.4190474,2269.796,0.018,0.036,0.026,0.421,0.971,0.181,16,
$GNSS,2025-06-25T17:22:09.900Z,40.6552533,-115.4190474,2269.813,-0.011,-0.049,0.029,0.421,0.971,0.202,16,
$GNSS,2025-06-25T17:22:09.950Z,40.6552533,-115.4190474,2269.81,-0.038,-0.065,0.067,0.421,0.971,0.227,16,
$GNSS,2025-06-25T17:22:10.050Z,40.6552533,-115.4190474,2269.818,0.023,0.055,-0.071,0.422,0.973,0.256,16,
$GNSS,2025-06-25T17:22:10.100Z,40.6552532,-115.4190473,2269.813,-0.04,0.048,0.04,0.422,0.973,0.182,16,
$GNSS,2025-06-25T17:22:10.150Z,40.6552532,-115.4190473,2269.817,-0.006,0.042,-0.042,0.422,0.973,0.226,16,
$GNSS,2025-06-25T17:22:10.200Z,40.6552532,-115.4190473,2269.815,-0.076,-0.021,-0.016,0.422,0.973,0.196,16,
$GNSS,2025-06-25T17:22:10.250Z,40.6552532,-115.4190473,2269.812,0.015,-0.082,-0.021,0.422,0.973,0.148,16,
$GNSS,2025-06-25T17:22:10.300Z,40.6552532,-115.4190473,2269.805,0.003,-0.008,-0.008,0.422,0.973,0.188,16,
$GNSS,2025-06-25T17:22:10.350Z,40.6552532,-115.4190473,2269.814,-0.085,0.052,-0.017,0.422,0.973,0.179,16,
$GNSS,2025-06-25T17:22:10.400Z,40.6552532,-115.4190473,2269.816,0.09,-0.032,0.025,0.422,0.974,0.189,16,
$GNSS,2025-06-25T17:22:10.450Z,40.6552533,-115.4190473,2269.807,0.084,-0.009,-0.097,0.422,0.974,0.226,16,
$GNSS,2025-06-25T17:22:10.500Z,40.6552532,-115.4190473,2269.807,-0.114,0.039,-0.107,0.422,0.974,0.213,16,
$GNSS,2025-06-25T17:22:10.550Z,40.6552532,-115.4190473,2269.817,-0.095,-0.029,-0.052,0.422,0.974,0.199,16,
$GNSS,2025-06-25T17:22:10.600Z,40.6552531,-115.4190472,2269.824,-0.04,0.076,-0.034,0.422,0.974,0.179,16,
$GNSS,2025-06-25T17:22:10.650Z,40.6552532,-115.4190472,2269.82,0.065,0.028,0.025,0.422,0.974,0.196,16,
$GNSS,2025-06-25T17:22:10.700Z,40.6552532,-115.4190472,2269.809,0.015,-0.041,0.06,0.422,0.974,0.227,16,
$GNSS,2025-06-25T17:22:10.750Z,40.6552532,-115.4190472,2269.795,-0.004,-0.062,0.03,0.422,0.974,0.183,16,
$GNSS,2025-06-25T17:22:10.800Z,40.6552532,-115.4190472,2269.809,0.016,-0.009,-0.053,0.422,0.974,0.232,16,
$GNSS,2025-06-25T17:22:10.850Z,40.6552532,-115.4190472,2269.805,-0.036,-0.027,-0.01,0.422,0.973,0.195,16,
$GNSS,2025-06-25T17:22:10.900Z,40.6552532,-115.4190471,2269.814,0.003,0.1,0.024,0.422,0.973,0.146,16,
$GNSS,2025-06-25T17:22:10.950Z,40.6552532,-115.4190471,2269.805,0.022,-0.017,0.091,0.422,0.973,0.238,16,
$GNSS,2025-06-25T17:22:11.000Z,40.6552532,-115.4190471,2269.812,-0.014,-0.032,-0.059,0.422,0.973,0.21,16,
$GNSS,2025-06-25T17:22:11.050Z,40.6552532,-115.4190472,2269.805,-0.027,-0.107,-0.056,0.422,0.973,0.164,16,
$GNSS,2025-06-25T17:22:11.100Z,40.6552532,-115.4190472,2269.794,-0.056,0.001,0.016,0.422,0.973,0.21,16,
$GNSS,2025-06-25T17:22:11.150Z,40.6552532,-115.4190471,2269.8,-0.019,0.087,0.066,0.422,0.973,0.168,16,
$GNSS,2025-06-25T17:22:11.200Z,40.6552532,-115.4190471,2269.796,-0.025,0.023,0.04,0.422,0.973,0.204,16,
$GNSS,2025-06-25T17:22:11.250Z,40.6552533,-115.4190471,2269.793,0.151,-0.064,0.017,0.422,0.973,0.192,16,
$GNSS,2025-06-25T17:22:11.300Z,40.6552533,-115.419047,2269.808,0.014,0.1,-0.092,0.422,0.973,0.212,16,
$GNSS,2025-06-25T17:22:11.350Z,40.6552532,-115.419047,2269.8,-0.116,0.012,-0.038,0.422,0.973,0.196,16,
$GNSS,2025-06-25T17:22:11.400Z,40.6552532,-115.419047,2269.787,-0.043,-0.009,0.032,0.422,0.973,0.222,16,
$GNSS,2025-06-25T17:22:11.450Z,40.6552532,-115.419047,2269.798,0.037,-0.057,0.03,0.422,0.973,0.183,16,
$GNSS,2025-06-25T17:22:11.500Z,40.6552533,-115.419047,2269.808,0.04,0.028,-0.067,0.422,0.973,0.239,16,
$GNSS,2025-06-25T17:22:11.550Z,40.6552532,-115.419047,2269.815,-0.107,-0.001,-0.026,0.422,0.974,0.196,16,
$GNSS,2025-06-25T17:22:11.600Z,40.6552532,-115.419047,2269.814,0.018,0.003,-0.023,0.422,0.974,0.233,16,
$GNSS,2025-06-25T17:22:11.650Z,40.6552532,-115.419047,2269.799,-0.007,0.005,0.078,0.422,0.974,0.242,16,
$GNSS,2025-06-25T17:22:11.700Z,40.6552532,-115.419047,2269.805,-0.042,0.013,0.027,0.422,0.974,0.203,16,
$GNSS,2025-06-25T17:22:11.750Z,40.6552532,-115.419047,2269.814,0.026,-0.09,-0.066,0.422,0.974,0.168,16,
$GNSS,2025-06-25T17:22:11.800Z,40.6552532,-115.419047,2269.805,-0.058,0.043,-0.042,0.422,0.974,0.193,16,
$GNSS,2025-06-25T17:22:11.850Z,40.6552532,-115.4190469,2269.81,-0.023,0.05,-0.041,0.422,0.974,0.212,16,
$GNSS,2025-06-25T17:22:11.900Z,40.6552532,-115.4190469,2269.817,0.033,0.033,-0.03,0.421,0.975,0.22,16,
$GNSS,2025-06-25T17:22:11.950Z,40.6552532,-115.4190469,2269.823,0.009,0.004,0.019,0.421,0.975,0.228,16,
$GNSS,2025-06-25T17:22:12.000Z,40.6552532,-115.4190469,2269.819,-0.009,-0.055,0.021,0.421,0.975,0.189,16,
$GNSS,2025-06-25T17:22:12.050Z,40.6552532,-115.4190469,2269.825,-0.016,0,-0.065,0.421,0.975,0.246,16,
$GNSS,2025-06-25T17:22:12.100Z,40.6552532,-115.4190469,2269.827,-0.02,0.041,-0.053,0.421,0.976,0.232,16,
$GNSS,2025-06-25T17:22:12.150Z,40.6552532,-115.4190469,2269.831,-0.023,-0.013,0.006,0.421,0.976,0.199,16,
$GNSS,2025-06-25T17:22:12.200Z,40.6552532,-115.4190469,2269.824,-0.095,-0.078,0.09,0.421,0.976,0.224,16,
$GNSS,2025-06-25T17:22:12.250Z,40.6552532,-115.4190469,2269.827,0.003,0,-0.009,0.421,0.977,0.217,16,
$GNSS,2025-06-25T17:22:12.300Z,40.6552533,-115.4190469,2269.832,0.082,0.027,-0.028,0.421,0.977,0.204,16,
$GNSS,2025-06-25T17:22:12.350Z,40.6552532,-115.4190468,2269.841,-0.057,0.058,-0.108,0.421,0.977,0.234,16,
$GNSS,2025-06-25T17:22:12.400Z,40.6552532,-115.4190468,2269.833,-0.035,-0.033,0.036,0.421,0.977,0.225,16,
