$FLYS,1,,,,,,,,,,,
$VAR,FIRMWARE_VER,v2024.06.09.starter_pistol,,,,,,,,,,
$VAR,DEVICE_ID,0017003b3253501720373657,,,,,,,,,,
$VAR,SESSION_ID,724fd609f62a5cb068670fc0,,,,,,,,,,
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,numSV
$GNSS,2025-06-25T17:24:06.700Z,40.6552536,-115.4190443,2271.177,0.03,-0.003,-0.024,0.482,1.117,0.223,16,
$GNSS,2025-06-25T17:24:06.750Z,40.6552536,-115.4190443,2271.167,0.036,-0.013,-0.025,0.482,1.118,0.209,16,
$GNSS,2025-06-25T17:24:06.800Z,40.6552536,-115.4190443,2271.167,-0.024,0.016,-0.065,0.482,1.118,0.248,16,
$GNSS,2025-06-25T17:24:06.850Z,40.6552536,-115.4190443,2271.156,0.026,-0.002,0.024,0.482,1.118,0.213,16,
$GNSS,2025-06-25T17:24:06.900Z,40.6552536,-115.4190444,2271.153,0.011,-0.033,0.119,0.482,1.119,0.261,16,
$GNSS,2025-06-25T17:24:06.950Z,40.6552536,-115.4190443,2271.15,0.058,0.05,0.038,0.482,1.119,0.199,16,
$GNSS,2025-06-25T17:24:07.000Z,40.6552536,-115.4190443,2271.156,-0.008,0,0.028,0.482,1.119,0.258,16,
$GNSS,2025-06-25T17:24:07.050Z,40.6552536,-115.4190443,2271.153,0.009,-0.02,0.006,0.482,1.12,0.192,16,
$GNSS,2025-06-25T17:24:07.100Z,40.6552536,-115.4190444,2271.157,0.006,-0.023,-0.038,0.482,1.12,0.228,16,
$GNSS,2025-06-25T17:24:07.150Z,40.6552536,-115.4190444,2271.16,0.041,-0.05,0.011,0.482,1.12,0.18,16,
$GNSS,2025-06-25T17:24:07.200Z,40.6552536,-115.4190444,2271.143,-0.016,0.047,0.121,0.482,1.12,0.24,16,
$GNSS,2025-06-25T17:24:07.250Z,40.6552536,-115.4190444,2271.152,0.013,0.02,0.073,0.482,1.121,0.243,16,
$GNSS,2025-06-25T17:24:07.300Z,40.6552536,-115.4190444,2271.161,0.005,-0.002,-0.033,0.482,1.121,0.257,16,
$GNSS,2025-06-25T17:24:07.350Z,40.6552536,-115.4190445,2271.157,0,-0.047,0.039,0.482,1.121,0.241,16,
$GNSS,2025-06-25T17:24:07.400Z,40.6552536,-115.4190444,2271.16,0.058,0.054,-0.04,0.482,1.122,0.235,16,
$GNSS,2025-06-25T17:24:07.450Z,40.6552535,-115.4190445,2271.145,-0.077,-0.045,0.036,0.482,1.122,0.228,16,
$GNSS,2025-06-25T17:24:07.500Z,40.6552536,-115.4190445,2271.138,0.054,0.016,0.046,0.482,1.122,0.208,16,
$GNSS,2025-06-25T17:24:07.550Z,40.6552536,-115.4190444,2271.136,0.007,0.119,-0.016,0.482,1.123,0.202,16,
$GNSS,2025-06-25T17:24:07.600Z,40.6552536,-115.4190444,2271.143,0.039,-0.035,-0.039,0.482,1.123,0.202,16,
$GNSS,2025-06-25T17:24:07.650Z,40.6552536,-115.4190445,2271.151,0.031,-0.024,-0.008,0.483,1.123,0.174,16,
$GNSS,2025-06-25T17:24:07.700Z,40.6552536,-115.4190445,2271.164,0.015,0,0.013,0.483,1.124,0.21,16,
$GNSS,2025-06-25T17:24:07.750Z,40.6552536,-115.4190446,2271.162,-0.001,-0.087,0.079,0.483,1.124,0.246,16,
$GNSS,2025-06-25T17:24:07.800Z,40.6552536,-115.4190446,2271.147,-0.022,-0.021,0.125,0.483,1.124,0.267,16,
$GNSS,2025-06-25T17:24:07.850Z,40.6552536,-115.4190446,2271.148,0.038,0.01,0.045,0.483,1.124,0.22,16,
$GNSS,2025-06-25T17:24:07.900Z,40.6552536,-115.4190445,2271.153,0.019,0.131,-0.037,0.483,1.125,0.215,16,
$GNSS,2025-06-25T17:24:07.950Z,40.6552536,-115.4190445,2271.152,0.023,0.033,0.01,0.483,1.125,0.199,16,
$GNSS,2025-06-25T17:24:08.000Z,40.6552536,-115.4190446,2271.153,-0.061,-0.007,0.013,0.483,1.125,0.201,16,
$GNSS,2025-06-25T17:24:08.050Z,40.6552536,-115.4190446,2271.14,0.06,-0.076,0.044,0.483,1.126,0.198,16,
$GNSS,2025-06-25T17:24:08.100Z,40.6552536,-115.4190447,2271.138,0.009,-0.083,0.029,0.483,1.126,0.211,16,
$GNSS,2025-06-25T17:24:08.150Z,40.6552536,-115.4190447,2271.156,-0.014,0.033,-0.023,0.483,1.126,0.219,16,
$GNSS,2025-06-25T17:24:08.200Z,40.6552536,-115.4190447,2271.172,0.044,0.099,-0.058,0.483,1.127,0.237,16,
$GNSS,2025-06-25T17:24:08.250Z,40.6552536,-115.4190447,2271.151,0,-0.07,0.136,0.483,1.127,0.262,16,
$GNSS,2025-06-25T17:24:08.300Z,40.6552536,-115.4190447,2271.144,0.024,-0.02,0.004,0.483,1.127,0.174,16,
$GNSS,2025-06-25T17:24:08.350Z,40.6552536,-115.4190448,2271.146,0.008,-0.042,-0.017,0.483,1.127,0.183,16,
$GNSS,2025-06-25T17:24:08.400Z,40.6552536,-115.4190448,2271.154,-0.083,-0.017,-0.018,0.483,1.127,0.19,16,
$GNSS,2025-06-25T17:24:08.450Z,40.6552536,-115.4190448,2271.164,0.065,0.038,-0.019,0.483,1.128,0.216,16,
$GNSS,2025-06-25T17:24:08.500Z,40.6552536,-115.4190448,2271.182,-0.039,0.081,-0.018,0.483,1.128,0.187,16,
$GNSS,2025-06-25T17:24:08.550Z,40.6552536,-115.4190448,2271.178,0.005,-0.035,0.068,0.483,1.128,0.258,16,
$GNSS,2025-06-25T17:24:08.600Z,40.6552536,-115.4190448,2271.161,0.006,-0.016,-0.007,0.483,1.128,0.183,16,
$GNSS,2025-06-25T17:24:08.650Z,40.6552536,-115.4190449,2271.162,0.008,-0.071,-0.038,0.483,1.129,0.19,16,
$GNSS,2025-06-25T17:24:08.700Z,40.6552536,-115.4190449,2271.18,0.025,-0.009,-0.117,0.483,1.129,0.259,16,
$GNSS,2025-06-25T17:24:08.750Z,40.6552536,-115.4190449,2271.175,0.011,0.01,-0.063,0.483,1.129,0.267,16,
$GNSS,2025-06-25T17:24:08.800Z,40.6552536,-115.4190449,2271.171,-0.042,-0.035,0.05,0.483,1.129,0.251,16,
$GNSS,2025-06-25T17:24:08.850Z,40.6552536,-115.4190449,2271.17,0.031,0.035,0.051,0.483,1.13,0.217,16,
$GNSS,2025-06-25T17:24:08.900Z,40.6552536,-115.4190449,2271.165,0.033,0.033,0.038,0.483,1.13,0.209,16,
$GNSS,2025-06-25T17:24:08.950Z,40.6552536,-115.419045,2271.168,0.039,-0.044,0.05,0.483,1.13,0.221,16,
$GNSS,2025-06-25T17:24:09.000Z,40.6552536,-115.419045,2271.175,-0.006,0.014,-0.011,0.483,1.13,0.223,16,
$GNSS,2025-06-25T17:24:09.050Z,40.6552536,-115.4190449,2271.179,0.025,0.093,0,0.483,1.13,0.198,16,
$GNSS,2025-06-25T17:24:09.100Z,40.6552536,-115.4190449,2271.169,-0.018,0.013,0.068,0.483,1.131,0.252,16,
$GNSS,2025-06-25T17:24:09.150Z,40.6552536,-115.419045,2271.174,-0.013,-0.011,0.062,0.483,1.131,0.266,16,
$GNSS,2025-06-25T17:24:09.200Z,40.6552536,-115.419045,2271.186,0.035,-0.006,0.028,0.483,1.131,0.208,16,
$GNSS,2025-06-25T17:24:09.250Z,40.6552536,-115.419045,2271.205,0.012,0.042,-0.04,0.483,1.131,0.248,16,
$GNSS,2025-06-25T17:24:09.300Z,40.6552536,-115.419045,2271.193,-0.005,-0.042,0.021,0.484,1.132,0.225,16,
$GNSS,2025-06-25T17:24:09.350Z,40.6552537,-115.419045,2271.189,0.059,0.044,-0.046,0.484,1.132,0.239,16,
$GNSS,2025-06-25T17:24:09.400Z,40.6552537,-115.419045,2271.188,0.03,-0.006,-0.013,0.484,1.132,0.202,16,
$GNSS,2025-06-25T17:24:09.450Z,40.6552536,-115.4190451,2271.19,-0.1,-0.073,0.051,0.484,1.132,0.227,16,
$GNSS,2025-06-25T17:24:09.500Z,40.6552536,-115.4190451,2271.194,-0.031,0.01,0.02,0.484,1.132,0.207,16,
$GNSS,2025-06-25T17:24:09.550Z,40.6552537,-115.419045,2271.201,0.115,0.051,-0.068,0.484,1.133,0.232,16,
$GNSS,2025-06-25T17:24:09.600Z,40.6552536,-115.4190451,2271.191,-0.074,-0.007,0.038,0.484,1.133,0.219,16,
$GNSS,2025-06-25T17:24:09.650Z,40.6552536,-115.4190451,2271.212,-0.01,-0.058,-0.037,0.484,1.133,0.196,16,
$GNSS,2025-06-25T17:24:09.700Z,40.6552536,-115.4190451,2271.208,0.034,-0.03,0.027,0.484,1.133,0.201,16,
$GNSS,2025-06-25T17:24:09.750Z,40.6552537,-115.4190451,2271.201,0.015,0.081,-0.021,0.484,1.133,0.212,16,
$GNSS,2025-06-25T17:24:09.800Z,40.6552536,-115.4190451,2271.191,-0.017,-0.029,0.023,0.484,1.134,0.244,16,
$GNSS,2025-06-25T17:24:09.850Z,40.6552536,-115.4190451,2271.21,-0.088,0.042,-0.068,0.484,1.134,0.205,16,
$GNSS,2025-06-25T17:24:09.900Z,40.6552537,-115.4190451,2271.224,0.085,-0.01,-0.141,0.484,1.134,0.251,16,
$GNSS,2025-06-25T17:24:09.950Z,40.6552537,-115.4190452,2271.216,0.025,-0.115,0.024,0.484,1.134,0.194,16,
$GNSS,2025-06-25T17:24:10.050Z,40.6552536,-115.4190451,2271.215,-0.06,0.08,-0.031,0.485,1.136,0.2,16,
$GNSS,2025-06-25T17:24:10.100Z,40.6552536,-115.4190451,2271.219,-0.092,-0.021,-0.075,0.485,1.136,0.212,16,
$GNSS,2025-06-25T17:24:10.150Z,40.6552536,-115.4190452,2271.209,0.036,-0.06,-0.026,0.485,1.136,0.18,16,
$GNSS,2025-06-25T17:24:10.200Z,40.6552537,-115.4190451,2271.223,0.098,0.108,-0.062,0.485,1.136,0.232,16,
$GNSS,2025-06-25T17:24:10.250Z,40.6552536,-115.4190451,2271.231,-0.043,0.039,-0.034,0.485,1.137,0.204,16,
$GNSS,2025-06-25T17:24:10.300Z,40.6552536,-115.4190451,2271.237,-0.092,0.014,-0.019,0.485,1.137,0.182,16,
$GNSS,2025-06-25T17:24:10.350Z,40.6552536,-115.4190451,2271.227,-0.032,0.012,0,0.485,1.137,0.175,16,
$GNSS,2025-06-25T17:24:10.400Z,40.6552536,-115.4190452,2271.225,0.105,-0.073,0.021,0.485,1.137,0.174,16,
$GNSS,2025-06-25T17:24:10.450Z,40.6552536,-115.4190452,2271.238,0.003,-0.027,-0.014,0.485,1.138,0.188,16,
$GNSS,2025-06-25T17:24:10.500Z,40.6552536,-115.4190453,2271.256,-0.007,-0.041,-0.029,0.485,1.138,0.199,16,
$GNSS,2025-06-25T17:24:10.550Z,40.6552537,-115.4190453,2271.266,0.044,0.007,-0.047,0.486,1.138,0.245,16,
$GNSS,2025-06-25T17:24:10.600Z,40.6552536,-115.4190452,2271.256,-0.042,0.002,-0.033,0.486,1.138,0.207,16,
$GNSS,2025-06-25T17:24:10.650Z,40.6552537,-115.4190452,2271.262,0.034,0.044,-0.057,0.486,1.138,0.258,16,
$GNSS,2025-06-25T17:24:10.700Z,40.6552536,-115.4190452,2271.265,-0.026,-0.01,-0.035,0.486,1.139,0.224,16,
$GNSS,2025-06-25T17:24:10.750Z,40.6552536,-115.4190453,2271.25,-0.005,-0.068,0.044,0.486,1.139,0.235,16,
$GNSS,2025-06-25T17:24:10.800Z,40.6552537,-115.4190453,2271.269,0.04,0.022,0.02,0.486,1.139,0.198,16,
$GNSS,2025-06-25T17:24:10.850Z,40.6552537,-115.4190454,2271.285,0.001,-0.025,0.021,0.486,1.139,0.241,16,
$GNSS,2025-06-25T17:24:10.900Z,40.6552536,-115.4190454,2271.295,-0.079,-0.044,-0.064,0.486,1.139,0.206,16,
$GNSS,2025-06-25T17:24:10.950Z,40.6552536,-115.4190453,2271.28,-0.019,0.023,-0.023,0.486,1.14,0.217,16,
$GNSS,2025-06-25T17:24:11.000Z,40.6552537,-115.4190454,2271.291,0.092,0,-0.079,0.486,1.14,0.233,16,
$GNSS,2025-06-25T17:24:11.050Z,40.6552537,-115.4190454,2271.306,0.059,0.033,-0.01,0.486,1.14,0.211,16,
$GNSS,2025-06-25T17:24:11.100Z,40.6552537,-115.4190454,2271.306,-0.04,0.026,0.034,0.486,1.14,0.206,16,
$GNSS,2025-06-25T17:24:11.150Z,40.6552537,-115.4190454,2271.297,0.002,-0.09,0.054,0.486,1.14,0.229,16,
$GNSS,2025-06-25T17:24:11.200Z,40.6552537,-115.4190455,2271.311,-0.025,-0.047,-0.046,0.486,1.141,0.21,16,
$GNSS,2025-06-25T17:24:11.250Z,40.6552537,-115.4190455,2271.333,0.024,0.018,-0.145,0.486,1.141,0.268,16,
$GNSS,2025-06-25T17:24:11.300Z,40.6552537,-115.4190455,2271.338,-0.01,0.013,-0.097,0.486,1.141,0.263,16,
$GNSS,2025-06-25T17:24:11.350Z,40.6552537,-115.4190454,2271.326,0.042,0.039,-0.007,0.486,1.141,0.214,16,
$GNSS,2025-06-25T17:24:11.400Z,40.6552537,-115.4190455,2271.313,-0.083,-0.045,0.058,0.486,1.141,0.238,16,
$GNSS,2025-06-25T17:24:11.450Z,40.6552537,-115.4190455,2271.332,-0.005,0.011,-0.048,0.486,1.142,0.263,16,
$GNSS,2025-06-25T17:24:11.500Z,40.6552537,-115.4190455,2271.341,0.114,0.028,-0.013,0.487,1.142,0.201,16,
$GNSS,2025-06-25T17:24:11.550Z,40.6552537,-115.4190455,2271.338,-0.011,0.037,0.051,0.487,1.142,0.222,16,
$GNSS,2025-06-25T17:24:11.600Z,40.6552537,-115.4190455,2271.337,-0.014,0.031,0.084,0.487,1.142,0.244,16,
$GNSS,2025-06-25T17:24:11.650Z,40.6552537,-115.4190455,2271.339,-0.078,-0.029,0.156,0.487,1.142,0.262,16,
$GNSS,2025-06-25T17:24:11.700Z,40.6552537,-115.4190455,2271.348,0.012,0.003,0.032,0.487,1.143,0.243,16,
$GNSS,2025-06-25T17:24:11.750Z,40.6552537,-115.4190455,2271.35,-0.047,-0.002,-0.138,0.487,1.143,0.25,16,
$GNSS,2025-06-25T17:24:11.800Z,40.6552537,-115.4190455,2271.347,0.025,-0.065,-0.075,0.487,1.143,0.214,16,
$GNSS,2025-06-25T17:24:11.850Z,40.6552537,-115.4190455,2271.339,0.002,0.037,0.051,0.487,1.143,0.222,16,
$GNSS,2025-06-25T17:24:11.900Z,40.6552537,-115.4190455,2271.351,-0.012,0.143,0.038,0.487,1.143,0.183,16,
$GNSS,2025-06-25T17:24:11.950Z,40.6552537,-115.4190454,2271.347,-0.029,0.069,0.07,0.487,1.144,0.206,16,
$GNSS,2025-06-25T17:24:12.000Z,40.6552537,-115.4190455,2271.345,-0.001,-0.07,0.046,0.487,1.144,0.232,16,
$GNSS,2025-06-25T17:24:12.050Z,40.6552537,-115.4190455,2271.364,0.028,0.004,-0.074,0.487,1.144,0.254,16,
$GNSS,2025-06-25T17:24:12.100Z,40.6552538,-115.4190455,2271.375,0.056,0.059,-0.103,0.487,1.144,0.246,16,
$GNSS,2025-06-25T17:24:12.150Z,40.6552537,-115.4190456,2271.367,-0.076,-0.073,0.007,0.487,1.144,0.199,16,
$GNSS,2025-06-25T17:24:12.200Z,40.6552537,-115.4190456,2271.366,-0.043,0.011,0.03,0.487,1.144,0.213,16,
$GNSS,2025-06-25T17:24:12.250Z,40.6552537,-115.4190456,2271.367,-0.015,0.004,0.051,0.487,1.145,0.251,16,
$GNSS,2025-06-25T17:24:12.300Z,40.6552537,-115.4190457,2271.381,0.002,-0.044,0.025,0.487,1.145,0.207,16,
$GNSS,2025-06-25T17:24:12.350Z,40.6552537,-115.4190457,2271.379,0.017,0.001,-0.089,0.486,1.145,0.254,16,
$GNSS,2025-06-25T17:24:12.400Z,40.6552537,-115.4190458,2271.387,-0.034,0.002,-0.071,0.486,1.145,0.241,16,
$GNSS,2025-06-25T17:24:12.450Z,40.6552537,-115.4190458,2271.379,-0.002,-0.03,-0.038,0.486,1.145,0.216,16,
$GNSS,2025-06-25T17:24:12.500Z,40.6552538,-115.4190458,2271.381,0.117,-0.03,-0.083,0.486,1.146,0.214,16,
$GNSS,2025-06-25T17:24:12.550Z,40.6552538,-115.4190458,2271.374,0.004,0.053,-0.036,0.486,1.146,0.217,16,
$GNSS,2025-06-25T17:24:12.600Z,40.6552537,-115.4190458,2271.369,-0.192,0.072,0.032,0.486,1.146,0.188,16,
$GNSS,2025-06-25T17:24:12.650Z,40.6552537,-115.4190458,2271.377,0.03,0.022,-0.089,0.486,1.146,0.256,16,
$GNSS,2025-06-25T17:24:12.700Z,40.6552537,-115.4190459,2271.371,0.033,-0.098,-0.024,0.486,1.146,0.171,16,
$GNSS,2025-06-25T17:24:12.750Z,40.6552537,-115.419046,2271.371,-0.046,-0.131,0.041,0.486,1.147,0.201,16,
$GNSS,2025-06-25T17:24:12.800Z,40.6552537,-115.419046,2271.392,-0.015,0.089,-0.046,0.486,1.147,0.202,16,
$GNSS,2025-06-25T17:24:12.850Z,40.6552537,-115.419046,2271.384,-0.012,-0.001,-0.033,0.486,1.147,0.245,16,
$GNSS,2025-06-25T17:24:12.900Z,40.6552537,-115.4190461,2271.384,-0.026,-0.06,0.001,0.486,1.147,0.189,16,
$GNSS,2025-06-25T17:24:12.950Z,40.6552537,-115.4190461,2271.388,-0.033,-0.007,-0.058,0.486,1.147,0.235,16,
$GNSS,2025-06-25T17:24:13.000Z,40.6552537,-115.4190461,2271.397,0.076,0.053,-0.133,0.486,1.148,0.249,16,
$GNSS,2025-06-25T17:24:13.050Z,40.6552537,-115.4190461,2271.383,-0.039,0.006,-0.044,0.486,1.148,0.224,16,
$GNSS,2025-06-25T17:24:13.100Z,40.6552537,-115.4190461,2271.37,0.071,0.069,0.028,0.486,1.148,0.197,16,
$GNSS,2025-06-25T17:24:13.150Z,40.6552538,-115.4190461,2271.384,0.085,-0.043,0.01,0.486,1.148,0.183,16,
$GNSS,2025-06-25T17:24:13.200Z,40.6552537,-115.4190462,2271.372,-0.083,-0.079,0.104,0.486,1.149,0.264,16,
$GNSS,2025-06-25T17:24:13.250Z,40.6552537,-115.4190462,2271.365,-0.094,-0.043,0.124,0.486,1.149,0.271,16,
$GNSS,2025-06-25T17:24:13.300Z,40.6552537,-115.4190462,2271.373,0.014,0.049,0.038,0.486,1.149,0.201,16,
$GNSS,2025-06-25T17:24:13.350Z,40.6552537,-115.4190461,2271.394,0.07,0.142,-0.104,0.486,1.15,0.256,16,
$GNSS,2025-06-25T17:24:13.400Z,40.6552537,-115.4190462,2271.396,-0.054,-0.053,-0.044,0.486,1.15,0.204,16,
$GNSS,2025-06-25T17:24:13.450Z,40.6552537,-115.4190462,2271.381,0.04,-0.038,-0.035,0.486,1.15,0.203,16,
$GNSS,2025-06-25T17:24:13.500Z,40.6552537,-115.4190463,2271.381,-0.018,-0.072,0.05,0.486,1.151,0.251,16,
$GNSS,2025-06-25T17:24:13.550Z,40.6552537,-115.4190463,2271.392,0.027,0.005,0.014,0.487,1.151,0.201,16,
$GNSS,2025-06-25T17:24:13.600Z,40.6552537,-115.4190463,2271.386,0.017,-0.074,0.008,0.487,1.151,0.184,16,
$GNSS,2025-06-25T17:24:13.650Z,40.6552537,-115.4190463,2271.39,-0.023,0.029,-0.001,0.487,1.152,0.166,16,
$GNSS,2025-06-25T17:24:13.700Z,40.6552537,-115.4190463,2271.37,-0.019,0.007,0.074,0.487,1.152,0.271,16,
$GNSS,2025-06-25T17:24:13.750Z,40.6552536,-115.4190464,2271.359,-0.049,-0.055,0.131,0.487,1.152,0.283,16,
$GNSS,2025-06-25T17:24:13.800Z,40.6552537,-115.4190464,2271.363,0.079,0.019,0.134,0.487,1.153,0.234,16,
$GNSS,2025-06-25T17:24:13.850Z,40.6552537,-115.4190464,2271.375,0.06,0.029,0.053,0.487,1.153,0.209,16,
$GNSS,2025-06-25T17:24:13.900Z,40.6552536,-115.4190464,2271.411,-0.033,-0.003,0.075,0.487,1.153,0.277,16,
$GNSS,2025-06-25T17:24:13.950Z,40.6552536,-115.4190466,2271.418,-0.115,-0.141,0.073,0.487,1.154,0.25,16,
$GNSS,2025-06-25T17:24:14.000Z,40.6552535,-115.4190466,2271.423,-0.09,-0.127,-0.048,0.487,1.154,0.205,16,
$GNSS,2025-06-25T17:24:14.050Z,40.6552536,-115.4190466,2271.436,0.025,0.056,-0.177,0.488,1.154,0.286,16,
$GNSS,2025-06-25T17:24:14.100Z,40.6552536,-115.4190465,2271.424,0.018,0.097,-0.183,0.488,1.155,0.276,16,
$GNSS,2025-06-25T17:24:14.150Z,40.6552536,-115.4190464,2271.407,0.068,0.016,-0.071,0.488,1.155,0.283,16,
$GNSS,2025-06-25T17:24:14.200Z,40.6552536,-115.4190465,2271.394,-0.01,0.008,0.078,0.488,1.155,0.282,16,
$GNSS,2025-06-25T17:24:14.250Z,40.6552536,-115.4190465,2271.387,0.02,-0.053,0.136,0.488,1.155,0.293,16,
$GNSS,2025-06-25T17:24:14.300Z,40.6552536,-115.4190466,2271.392,0.014,-0.07,0.117,0.489,1.155,0.295,16,
$GNSS,2025-06-25T17:24:14.350Z,40.6552535,-115.4190466,2271.403,-0.059,-0.021,0.04,0.489,1.155,0.285,16,
$GNSS,2025-06-25T17:24:14.400Z,40.6552534,-115.4190466,2271.405,-0.124,-0.082,0.011,0.489,1.156,0.267,16,
$GNSS,2025-06-25T17:24:14.450Z,40.6552535,-115.4190466,2271.422,0.043,0.015,-0.031,0.49,1.156,0.29,16,
$GNSS,2025-06-25T17:24:14.500Z,40.6552535,-115.4190466,2271.406,0.009,-0.039,0.001,0.49,1.156,0.218,16,
$GNSS,2025-06-25T17:24:14.550Z,40.6552535,-115.4190466,2271.396,0.02,0.005,-0.002,0.49,1.156,0.243,16,
$GNSS,2025-06-25T17:24:14.600Z,40.6552535,-115.4190465,2271.396,-0.004,0.071,0.007,0.491,1.157,0.227,16,
$GNSS,2025-06-25T17:24:14.650Z,40.6552535,-115.4190465,2271.414,0.01,0.115,-0.076,0.491,1.157,0.294,16,
$GNSS,2025-06-25T17:24:14.700Z,40.6552535,-115.4190465,2271.41,0.017,0.012,-0.048,0.492,1.157,0.313,16,
$GNSS,2025-06-25T17:24:14.750Z,40.6552535,-115.4190465,2271.411,0.051,-0.068,0,0.492,1.157,0.175,16,
$GNSS,2025-06-25T17:24:14.800Z,40.6552535,-115.4190465,2271.407,0.05,0.066,0.002,0.492,1.157,0.27,16,
$GNSS,2025-06-25T17:24:14.850Z,40.6552536,-115.4190464,2271.406,0.034,0.1,-0.013,0.493,1.158,0.274,16,
$GNSS,2025-06-25T17:24:14.900Z,40.6552536,-115.4190464,2271.406,0.063,0.015,0.056,0.493,1.158,0.22,16,
$GNSS,2025-06-25T17:24:14.950Z,40.6552535,-115.4190465,2271.402,-0.11,-0.046,0.07,0.494,1.158,0.292,16,
$GNSS,2025-06-25T17:24:15.000Z,40.6552535,-115.4190466,2271.398,-0.076,-0.173,0.018,0.494,1.158,0.274,16,
$GNSS,2025-06-25T17:24:15.050Z,40.6552536,-115.4190465,2271.396,0.106,0.059,-0.091,0.494,1.159,0.307,16,
$GNSS,2025-06-25T17:24:15.100Z,40.6552537,-115.4190463,2271.403,0.154,0.241,-0.153,0.494,1.159,0.314,16,
$GNSS,2025-06-25T17:24:15.150Z,40.6552537,-115.4190463,2271.395,0.107,0.207,0.025,0.495,1.159,0.259,16,
$GNSS,2025-06-25T17:24:15.200Z,40.6552537,-115.4190463,2271.39,-0.01,0.076,0.07,0.495,1.159,0.213,16,
$GNSS,2025-06-25T17:24:15.250Z,40.6552537,-115.4190464,2271.385,-0.014,0.008,0.076,0.495,1.16,0.285,16,
$GNSS,2025-06-25T17:24:15.300Z,40.6552537,-115.4190465,2271.393,-0.004,-0.028,0.087,0.495,1.16,0.306,16,
$GNSS,2025-06-25T17:24:15.350Z,40.6552537,-115.4190465,2271.395,0.006,-0.031,0.105,0.495,1.16,0.298,16,
$GNSS,2025-06-25T17:24:15.400Z,40.6552538,-115.4190467,2271.406,0.015,-0.111,0.017,0.496,1.16,0.237,16,
$GNSS,2025-06-25T17:24:15.450Z,40.6552538,-115.4190467,2271.389,0.001,-0.14,-0.06,0.496,1.161,0.212,16,
$GNSS,2025-06-25T17:24:15.500Z,40.6552539,-115.4190466,2271.402,0.017,0.139,-0.079,0.496,1.161,0.298,16,
$GNSS,2025-06-25T17:24:15.550Z,40.6552538,-115.4190467,2271.392,-0.099,0.033,0.124,0.496,1.161,0.263,16,
$GNSS,2025-06-25T17:24:15.600Z,40.6552538,-115.4190468,2271.391,-0.033,-0.109,0.089,0.497,1.162,0.364,16,
$GNSS,2025-06-25T17:24:15.650Z,40.6552537,-115.4190471,2271.376,-0.142,-0.251,0.144,0.498,1.162,0.379,16,
$GNSS,2025-06-25T17:24:15.700Z,40.6552537,-115.4190472,2271.371,-0.162,-0.199,0.092,0.498,1.162,0.374,16,
$GNSS,2025-06-25T17:24:15.750Z,40.6552537,-115.4190473,2271.382,-0.102,-0.15,0.014,0.499,1.163,0.342,16,
$GNSS,2025-06-25T17:24:15.800Z,40.6552537,-115.4190471,2271.354,-0.006,0.004,0.002,0.5,1.163,0.193,16,
$GNSS,2025-06-25T17:24:15.850Z,40.6552537,-115.4190472,2271.34,0.022,-0.044,0.073,0.5,1.164,0.327,16,
$GNSS,2025-06-25T17:24:15.900Z,40.6552537,-115.4190472,2271.355,-0.089,0.006,-0.027,0.501,1.164,0.201,16,
$GNSS,2025-06-25T17:24:15.950Z,40.6552537,-115.4190471,2271.349,-0.035,-0.003,-0.009,0.502,1.164,0.221,16,
$GNSS,2025-06-25T17:24:16.000Z,40.6552537,-115.4190471,2271.355,0.052,0.026,-0.04,0.503,1.165,0.373,16,
$GNSS,2025-06-25T17:24:16.050Z,40.6552538,-115.4190472,2271.35,0.075,-0.081,-0.023,0.503,1.165,0.169,16,
$GNSS,2025-06-25T17:24:16.100Z,40.6552537,-115.4190472,2271.336,-0.042,-0.149,0.016,0.504,1.166,0.332,16,
$GNSS,2025-06-25T17:24:16.150Z,40.6552537,-115.4190473,2271.331,-0.048,-0.118,0.046,0.505,1.166,0.371,16,
$GNSS,2025-06-25T17:24:16.200Z,40.6552537,-115.4190472,2271.347,-0.022,0.103,-0.043,0.506,1.167,0.303,16,
$GNSS,2025-06-25T17:24:16.250Z,40.6552538,-115.4190471,2271.355,0.117,0.167,-0.034,0.507,1.167,0.342,16,
$GNSS,2025-06-25T17:24:16.300Z,40.6552537,-115.4190471,2271.36,-0.047,0.076,-0.026,0.507,1.168,0.235,16,
$GNSS,2025-06-25T17:24:16.350Z,40.6552537,-115.4190472,2271.36,-0.025,-0.056,-0.017,0.508,1.169,0.279,16,
$GNSS,2025-06-25T17:24:16.400Z,40.6552538,-115.4190471,2271.365,0.112,-0.013,-0.12,0.509,1.169,0.31,16,
$GNSS,2025-06-25T17:24:16.450Z,40.6552538,-115.4190471,2271.352,0.039,-0.043,-0.056,0.509,1.17,0.241,16,
$GNSS,2025-06-25T17:24:16.500Z,40.6552538,-115.419047,2271.333,-0.036,0.02,-0.007,0.51,1.17,0.181,16,
$GNSS,2025-06-25T17:24:16.550Z,40.6552537,-115.419047,2271.338,-0.059,0.02,0.017,0.51,1.171,0.216,16,
$GNSS,2025-06-25T17:24:16.600Z,40.6552537,-115.4190471,2271.338,-0.046,-0.038,0.067,0.511,1.171,0.364,16,
$GNSS,2025-06-25T17:24:16.650Z,40.6552536,-115.4190472,2271.348,-0.017,-0.056,0.066,0.511,1.171,0.358,16,
